"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0140241","translation at synapse",47,-0.900159652338483,-2.37956021625472,2.15885328117434e-14,1.14239319462142e-11,1.02810653188557e-11,1242,"tags=87%, list=6%, signal=83%","66480/27370/19896/267019/19941/27207/68436/100503670/269261/27176/67115/26451/110954/20088/78294/67186/20005/67097/20055/19934/20042/20103/270106/19944/65019/19951/67671/22121/26961/19943/57294/19942/19982/57808/22186/67281/20044/54217/66489/54127/19981"
"GO:0140242","translation at postsynapse",47,-0.900159652338483,-2.37956021625472,2.15885328117434e-14,1.14239319462142e-11,1.02810653188557e-11,1242,"tags=87%, list=6%, signal=83%","66480/27370/19896/267019/19941/27207/68436/100503670/269261/27176/67115/26451/110954/20088/78294/67186/20005/67097/20055/19934/20042/20103/270106/19944/65019/19951/67671/22121/26961/19943/57294/19942/19982/57808/22186/67281/20044/54217/66489/54127/19981"
"GO:0032543","mitochondrial translation",128,-0.725684704525681,-2.28624994084143,5.63608552612114e-14,2.75301100698994e-11,2.47759581549082e-11,3723,"tags=63%, list=17%, signal=53%","224805/70120/64657/52575/67036/68537/28028/68565/107732/72181/107734/65111/52443/107733/15115/212508/60441/56284/74600/64659/69163/27397/66845/75593/68735/69527/66230/76366/121022/67308/27395/66292/216767/232536/64658/101122/66258/14548/66399/353242/67707/66419/94254/64656/66416/18120/66077/66407/67267/83485/102060/66121/50529/94064/67994/67681/19935/94066/24030/68572/68611/67840/68836/27398/66047/66493/52469/70207/64660/234384/78523/108853/94065/99045/67212/56282/94067/68463/66242/66448/79044"
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis",55,-0.864702615489894,-2.3732319797766,9.87749891057599e-14,4.48015129158268e-11,4.03195049515166e-11,1991,"tags=82%, list=9%, signal=75%","17993/66945/72900/70316/11950/66046/11946/226646/11947/71679/66925/66377/225887/66416/68197/28080/11958/69875/66043/11957/66218/57423/67680/67126/67130/66495/214917/78330/68375/66916/75406/595136/66414/68194/17991/17995/104130/66091/67264/68342/67184/68202/230075/54405/407785"
"GO:0016072","rRNA metabolic process",239,-0.608077353760272,-2.1039816838117,2.2700510719831e-13,9.60988287139514e-11,8.6484963296816e-11,2730,"tags=39%, list=12%, signal=35%","67973/60321/57315/66580/100609/72181/17089/229937/68731/67920/140546/69072/20826/75678/69163/67493/68979/66138/448850/66711/67755/224823/59014/18114/78581/68017/213541/21429/72344/53414/13871/78651/68327/217038/68533/69713/108707/26914/74778/14113/69902/52530/30946/271842/69821/67619/227656/19896/66362/70078/24014/19941/209011/100503670/27176/67115/20227/20088/20018/66229/109075/72614/75617/65961/68147/57444/14791/68845/235036/18150/20115/20055/105083/20104/102462/66181/20116/74097/16418/68077/117109/20085/20054/67025/57294/66420/19942/57808/20068/68544/66481/66489/54127"
"GO:0006364","rRNA processing",205,-0.628310359505089,-2.17062301330495,3.98880334145632e-13,1.58305632614048e-10,1.42468508820831e-10,3401,"tags=42%, list=15%, signal=36%","67973/60321/57315/66580/100609/72181/17089/229937/68731/67920/140546/69072/20826/69163/67493/68979/66138/448850/66711/67755/224823/59014/18114/78581/68017/213541/72344/53414/13871/78651/68327/217038/68533/69713/108707/74778/14113/69902/52530/30946/271842/69821/67619/227656/19896/66362/70078/24014/19941/209011/100503670/27176/67115/20227/20088/66229/109075/72614/75617/65961/68147/57444/14791/68845/235036/18150/20115/20055/20104/102462/66181/20116/74097/16418/68077/117109/20085/20054/67025/57294/19942/57808/20068/66481/66489/54127"
"GO:0042773","ATP synthesis coupled electron transport",64,-0.811000449828397,-2.32594750750181,3.46888875730502e-12,1.22374686716038e-09,1.10132146569643e-09,1851,"tags=66%, list=8%, signal=60%","12858/66826/66945/72900/12869/12866/66142/226646/66694/22273/66925/225887/66416/68197/12534/20463/107197/67530/12867/66218/67680/66383/66576/12868/78330/68375/57320/75406/66445/22272/66414/66152/14004/17995/12857/67892/12865/67264/12850/230075/407785/66594"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport",64,-0.811000449828397,-2.32594750750181,3.46888875730502e-12,1.22374686716038e-09,1.10132146569643e-09,1851,"tags=66%, list=8%, signal=60%","12858/66826/66945/72900/12869/12866/66142/226646/66694/22273/66925/225887/66416/68197/12534/20463/107197/67530/12867/66218/67680/66383/66576/12868/78330/68375/57320/75406/66445/22272/66414/66152/14004/17995/12857/67892/12865/67264/12850/230075/407785/66594"
"GO:0019646","aerobic electron transport chain",53,-0.835216701430314,-2.26587622302215,1.90809839356928e-11,6.37706568377102e-09,5.73909483583802e-09,1851,"tags=74%, list=8%, signal=68%","67003/66148/66052/12862/12858/66945/72900/12869/12866/66142/226646/66694/22273/66925/225887/66416/68197/20463/107197/67530/12867/66218/67680/66383/66576/12868/68375/57320/75406/66445/22272/66152/17995/12857/12865/67264/230075/407785/66594"
"GO:0010257","NADH dehydrogenase complex assembly",57,-0.816630966770496,-2.28254461748129,3.19046804953815e-11,9.64736767360345e-09,8.68223109821684e-09,2064,"tags=63%, list=9%, signal=57%","69487/17993/66826/70316/68493/75597/66046/226646/66928/66377/225887/68197/66706/69875/208501/66218/67130/66495/68375/66916/75406/595136/66414/68194/100042503/100041273/17991/104130/66091/67264/68342/67184/68202/230075/54405/407785"
"GO:0032981","mitochondrial respiratory chain complex I assembly",57,-0.816630966770496,-2.28254461748129,3.19046804953815e-11,9.64736767360345e-09,8.68223109821684e-09,2064,"tags=63%, list=9%, signal=57%","69487/17993/66826/70316/68493/75597/66046/226646/66928/66377/225887/68197/66706/69875/208501/66218/67130/66495/68375/66916/75406/595136/66414/68194/100042503/100041273/17991/104130/66091/67264/68342/67184/68202/230075/54405/407785"
"GO:0034470","ncRNA processing",394,-0.510432296735893,-1.83754291270503,3.97538979778762e-11,1.14744205527052e-08,1.03265029723392e-08,3852,"tags=36%, list=17%, signal=30%","68291/66446/68092/223499/83701/30947/67205/52575/67390/70359/20226/67973/60321/57315/66580/72341/100609/23992/60507/100929/72181/17089/229937/100087/67011/69955/15547/68731/70153/98685/67920/140546/69072/233189/20826/69163/70044/67493/69606/76265/68979/66138/66246/448850/53424/66711/233802/67755/224823/59014/18114/78581/68017/54351/213541/21357/72344/53414/13871/234734/328162/68260/68730/103284/13205/329504/28088/66966/78651/11651/68327/212528/69372/217038/68533/101985/69713/66965/69942/108707/74778/14113/69902/57773/15108/68276/52530/30946/271842/76793/69821/56361/67619/227656/19896/66362/68205/70078/24014/224907/19941/209011/100503670/27176/67115/20227/20088/66229/109075/72614/75617/65961/68147/57444/14791/68845/235036/18150/20115/20055/67676/230734/66192/20104/102462/69961/66181/20116/74097/16418/68077/117109/20085/20054/67025/57294/19942/57808/20068/66481/66489/54127"
"GO:0022900","electron transport chain",96,-0.721581861492518,-2.20792528745305,5.9151616601683e-11,1.63309898008994e-08,1.46972140288575e-08,1991,"tags=53%, list=9%, signal=49%","17993/12858/66826/66945/20656/72900/12869/12866/66142/226646/66694/22273/66925/225887/66416/68197/12534/20463/107197/67530/12867/66218/59016/67680/66383/56857/66576/12868/66495/78330/68375/57320/75406/14148/66445/22272/66414/66152/14004/17995/12857/110826/67892/12865/67264/68165/68202/12850/230075/407785/66594"
"GO:0042274","ribosomal small subunit biogenesis",97,-0.710692733015785,-2.16975223681512,2.11040275988309e-10,5.58377396885734e-08,5.02516516816022e-08,2218,"tags=42%, list=10%, signal=38%","224823/59014/78581/53414/13871/78651/68327/108707/67941/74778/14113/30946/67619/70078/20935/267019/27207/68052/20088/50529/75617/65961/14791/20091/20115/20055/20104/102462/20042/20116/20103/66538/66475/20085/20054/57294/20068/66481/76846/20044/54127"
"GO:0022904","respiratory electron transport chain",85,-0.728697854216922,-2.16558373186706,6.21310739963886e-10,1.57812927950827e-07,1.42025095042692e-07,1991,"tags=55%, list=9%, signal=51%","17993/12858/66826/66945/20656/72900/12869/12866/66142/226646/66694/22273/66925/225887/66416/68197/12534/20463/107197/67530/12867/66218/67680/66383/56857/66576/12868/78330/68375/57320/75406/66445/22272/66414/66152/14004/17995/12857/110826/67892/12865/67264/68202/12850/230075/407785/66594"
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process",96,-0.694342999376791,-2.12457871837167,1.91291829973095e-09,4.61007738272882e-07,4.14887859276167e-07,2047,"tags=57%, list=9%, signal=52%","23918/18102/17993/66945/66401/72900/70316/11950/66046/11946/226646/11947/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/107197/66043/11957/66218/57423/67680/67126/12048/67130/66495/214917/78330/68375/66916/75406/595136/66414/68194/69802/17991/228033/17995/104130/66091/67264/68342/67184/68202/230075/54405/407785"
"GO:0009145","purine nucleoside triphosphate biosynthetic process",97,-0.692997212980454,-2.11572763181411,1.96019038320753e-09,4.61007738272882e-07,4.14887859276167e-07,2047,"tags=57%, list=9%, signal=52%","23918/18102/17993/66945/66401/72900/70316/11950/66046/11946/226646/11947/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/107197/66043/11957/66218/57423/67680/67126/12048/67130/66495/214917/78330/68375/66916/75406/595136/66414/68194/69802/17991/228033/17995/104130/66091/67264/68342/67184/68202/230075/54405/407785"
"GO:0009201","ribonucleoside triphosphate biosynthetic process",101,-0.679611237275209,-2.09551335723063,3.56553848838626e-09,8.08613192901884e-07,7.27718362911617e-07,2047,"tags=54%, list=9%, signal=50%","23918/18102/17993/66945/66401/72900/70316/11950/66046/11946/226646/11947/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/107197/66043/11957/66218/57423/67680/67126/12048/67130/66495/214917/78330/68375/66916/75406/595136/66414/68194/69802/17991/228033/17995/104130/66091/67264/68342/67184/68202/230075/54405/407785"
"GO:0006754","ATP biosynthetic process",87,-0.706245828418736,-2.11528347883647,5.69598738515808e-09,1.24722482399151e-06,1.12245065386654e-06,1991,"tags=61%, list=9%, signal=56%","17993/66945/66401/72900/70316/11950/66046/11946/226646/11947/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/107197/66043/11957/66218/57423/67680/67126/12048/67130/66495/214917/78330/68375/66916/75406/595136/66414/68194/69802/17991/228033/17995/104130/66091/67264/68342/67184/68202/230075/54405/407785"
"GO:0009142","nucleoside triphosphate biosynthetic process",106,-0.670218573049337,-2.08237662557654,6.96018090775982e-09,1.4732382921425e-06,1.32585340870976e-06,2047,"tags=53%, list=9%, signal=48%","23918/18102/17993/21915/66945/66401/72900/70316/11950/66046/11946/226646/11947/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/107197/66043/11957/66218/57423/67680/67126/12048/67130/66495/214917/78330/68375/66916/75406/595136/66414/68194/69802/17991/228033/17995/104130/66091/67264/68342/67184/68202/230075/54405/407785"
"GO:0042255","ribosome assembly",60,-0.765109253526298,-2.14666507818367,8.76802854620323e-09,1.79603165381905e-06,1.61635405695543e-06,2584,"tags=57%, list=12%, signal=50%","19988/72831/66711/59014/68017/13205/268449/67941/74778/69902/30946/66164/69821/20935/100503670/110954/83485/50529/75617/11837/235036/20104/20103/234384/16418/68077/67671/20085/20054/67025/57294/20044/66448/54127"
"GO:0042273","ribosomal large subunit biogenesis",67,-0.729391415856621,-2.09907931941927,6.51619169508677e-08,1.29305678949378e-05,1.16369752344165e-05,2730,"tags=51%, list=12%, signal=45%","67920/68083/69072/20826/19988/75593/448850/72831/59014/68017/268449/52521/28126/67236/69902/52530/66164/225215/19896/20935/19941/100503670/27176/67115/110954/66229/11837/235036/16418/68077/67025/57808/66448/66489"
"GO:0015980","energy derivation by oxidation of organic compounds",316,-0.482620254716269,-1.7107218839799,8.02679375833923e-08,1.54454970804406e-05,1.39003072772005e-05,2039,"tags=34%, list=9%, signal=31%","246729/17993/68002/70383/11651/12858/66826/66945/14194/14467/20656/64384/72900/170718/12869/70316/18642/103988/26914/12866/235339/66142/11950/103172/66046/17449/11946/19045/226646/66694/11947/22273/71679/19047/319801/66925/67472/66377/225887/66416/68197/56327/12534/28080/67267/11958/69875/102060/269951/20463/56451/105193/107197/66128/67530/12867/66043/11957/52637/66218/57423/67680/66383/67126/56857/67130/66494/66576/12868/66495/12028/214917/78330/68375/57320/227731/66916/67885/75406/66445/22272/595136/66414/68194/66152/68077/14004/17991/17995/104130/12857/16548/110826/67892/12865/66091/67264/68342/67184/68202/12850/72170/230075/54405/407785/66594"
"GO:0009144","purine nucleoside triphosphate metabolic process",238,-0.512604928689268,-1.77609269142461,1.5547852662983e-07,2.90379012970418e-05,2.61329077731687e-05,3501,"tags=43%, list=16%, signal=37%","83429/14635/26395/27369/11949/16434/66454/68055/56520/270166/66108/19052/216963/17869/331623/76055/216019/66052/50721/11931/110119/56012/66592/18770/11486/23918/18102/353204/17993/67414/66945/12257/66401/72900/70316/18642/103988/11950/66046/11946/226646/11947/93685/109674/71679/319801/66925/56632/19013/66377/16969/225887/67942/66416/68197/74246/56327/28080/11958/69875/21428/243853/13808/107197/66043/11957/66218/57423/67680/66437/67126/12048/67130/11637/230163/66495/214917/78330/68375/227731/66916/11983/75406/14923/595136/66414/68194/16418/69802/17991/228033/17995/104130/16548/66091/67264/68342/67184/68202/230075/54405/407785/12015"
"GO:0009260","ribonucleotide biosynthetic process",192,-0.534127038387973,-1.80765041852782,1.8079049804471e-07,3.28005617881117e-05,2.95191462822476e-05,2182,"tags=36%, list=10%, signal=33%","70025/11486/23918/18102/17993/66945/269614/66401/72900/70316/235339/11950/11821/66046/11946/226646/68738/60525/11947/109674/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/107197/66043/11957/66218/57423/67680/67126/12048/67130/11637/70456/66495/75735/214917/78330/68375/66916/75406/14923/595136/66414/68194/69802/17991/228033/106564/17995/104130/66091/67264/68342/67184/66355/68202/230075/54405/407785"
"GO:0009141","nucleoside triphosphate metabolic process",253,-0.508636303198732,-1.78025226293998,3.07888033215044e-07,5.43080280809868e-05,4.88749746293705e-05,3501,"tags=43%, list=16%, signal=36%","83429/14635/26395/27369/11949/16434/66454/110074/68055/80914/56520/270166/66108/19052/216963/17869/331623/237336/76055/216019/66052/50721/11931/110119/56012/66592/18770/11486/23918/18102/353204/17993/21915/67414/66945/12257/66401/72900/70316/18642/103988/11950/66046/11946/226646/11947/93685/109674/71679/319801/66925/56632/19013/66377/16969/225887/67942/66416/68197/74246/56327/28080/11958/69875/21428/243853/13808/107197/66043/11957/66218/57423/67680/66437/67126/12048/67130/11637/230163/66495/214917/78330/68375/227731/66916/11983/75406/14923/595136/66414/68194/16418/69802/17991/66422/228033/17995/104130/16548/66091/67264/68342/67184/68202/230075/54405/407785/12015"
"GO:0006397","mRNA processing",452,-0.437654730979361,-1.58898654472344,3.79527980076638e-07,6.51352073915311e-05,5.86189873068582e-05,4179,"tags=37%, list=19%, signal=30%","20643/69305/56335/66810/27886/72290/69878/18949/382073/68183/56215/276905/98985/66055/229279/69562/54723/70470/53609/224432/67836/66983/68092/19655/53817/66585/24010/83701/54624/78943/116748/231769/78688/15381/66978/14105/60532/67148/66618/276919/15499/72000/27756/57905/72886/66125/13992/60321/11803/219158/72935/53975/74320/67197/54194/231889/70567/12696/68278/268420/211948/74157/20384/20901/230596/15547/228410/19826/20826/67439/70044/69192/19704/68693/20815/56190/76265/192170/68991/19383/78895/23983/67959/100336/67755/66874/233208/67678/380773/21379/20595/69408/233073/245945/67797/11811/69865/78651/20638/236732/68816/74351/15388/101471/20222/101122/380601/69942/66660/76938/77411/19656/67207/20637/83703/22608/78784/20492/109095/271842/67332/76793/16969/56361/66441/76167/53890/17149/24014/224907/16588/20220/21681/235497/72002/20227/56844/22380/66801/70233/54188/70248/70225/54196/66094/69241/60365/20918/107817/66177/76522/107951/224902/65105/22185/67031/330216/68011/107686/108014/69731/224903/70312/229700/78372/50783"
"GO:0009152","purine ribonucleotide biosynthetic process",180,-0.550421807271599,-1.8405176286044,5.73101968627507e-07,9.57683552838071e-05,8.61875509052282e-05,2182,"tags=38%, list=10%, signal=35%","70025/11486/23918/18102/17993/66945/269614/66401/72900/70316/235339/11950/11821/66046/11946/226646/68738/60525/11947/109674/71679/66925/56632/19013/66377/225887/67942/66416/68197/28080/11958/69875/107197/66043/11957/66218/57423/67680/67126/12048/67130/11637/70456/66495/75735/214917/78330/68375/66916/75406/14923/595136/66414/68194/69802/17991/228033/106564/17995/104130/66091/67264/68342/67184/66355/68202/230075/54405/407785"
"GO:0008380","RNA splicing",404,-0.438605603788667,-1.58798851165457,1.03141296356845e-06,0.00016793518765794,0.000151134709290503,4179,"tags=38%, list=19%, signal=31%","20643/66464/69305/56335/18708/66810/27886/69878/18949/382073/68183/56215/276905/98985/66055/229279/69562/54723/53609/67836/66983/68092/19655/53817/66585/24010/27878/109115/78943/116748/231769/78688/15381/66978/14105/60532/66618/276919/72000/27756/57905/72886/66125/13992/60321/219158/72935/53975/67197/231889/70567/12696/68278/20384/20901/230596/70439/19826/20826/67439/69192/19704/68693/20815/56190/76265/192170/19383/22242/19153/110213/67959/100336/67755/233208/67678/56036/380773/20595/69408/225895/233073/245945/67797/103284/67760/28088/78651/75565/20638/236732/68816/101985/74351/15388/20222/69942/223527/76938/77411/19656/67207/20637/83703/22608/78784/109095/12748/231151/67332/76793/16969/56361/66441/76167/53890/24075/27370/17149/20220/21681/68052/66587/72002/20227/56844/22380/66801/102162/70233/70248/217218/70225/66094/60365/20918/107817/66177/76522/65105/22185/67031/68011/107686/102414/108014/106347/55934/69731/70312/229700/78372/50783"
"GO:0009199","ribonucleoside triphosphate metabolic process",236,-0.5009937574023,-1.73627117164541,1.08521844124091e-06,0.000172278427546995,0.000155043445197288,3501,"tags=42%, list=16%, signal=36%","83429/14635/26395/11949/16434/66454/68055/80914/56520/270166/66108/19052/216963/17869/331623/216019/66052/50721/11931/110119/56012/66592/18770/23918/18102/353204/17993/67414/66945/12257/66401/72900/70316/18642/103988/11950/66046/11946/226646/11947/93685/109674/71679/319801/66925/56632/19013/66377/16969/225887/67942/66416/68197/74246/56327/28080/11958/69875/21428/243853/13808/107197/66043/11957/66218/57423/67680/66437/67126/12048/67130/230163/66495/214917/78330/68375/227731/66916/11983/75406/595136/66414/68194/16418/69802/17991/228033/17995/104130/16548/66091/67264/68342/67184/68202/230075/54405/407785/12015"
"GO:0009205","purine ribonucleoside triphosphate metabolic process",229,-0.507340012627776,-1.75784684085909,1.36982081057906e-06,0.000212155174321391,0.000190930864714602,2647,"tags=43%, list=12%, signal=38%","83429/14635/26395/11949/16434/66454/68055/56520/270166/66108/19052/216963/17869/331623/216019/66052/50721/11931/110119/56012/66592/18770/23918/18102/353204/17993/67414/66945/12257/66401/72900/70316/18642/103988/11950/66046/11946/226646/11947/93685/109674/71679/319801/66925/56632/19013/66377/16969/225887/67942/66416/68197/74246/56327/28080/11958/69875/21428/243853/13808/107197/66043/11957/66218/57423/67680/66437/67126/12048/67130/230163/66495/214917/78330/68375/227731/66916/11983/75406/595136/66414/68194/16418/69802/17991/228033/17995/104130/16548/66091/67264/68342/67184/68202/230075/54405/407785/12015"
"GO:0046034","ATP metabolic process",210,-0.511178330643671,-1.76751936998849,1.4471471861157e-06,0.000218794872186541,0.000196906317629628,2647,"tags=38%, list=12%, signal=34%","216019/66052/50721/11931/110119/56012/66592/18770/353204/17993/66945/12257/66401/72900/70316/18642/103988/11950/66046/11946/226646/11947/109674/71679/319801/66925/56632/19013/66377/16969/225887/67942/66416/68197/74246/56327/28080/11958/69875/21428/243853/13808/107197/66043/11957/66218/57423/67680/66437/67126/12048/67130/230163/66495/214917/78330/68375/227731/66916/11983/75406/595136/66414/68194/16418/69802/17991/228033/17995/104130/16548/66091/67264/68342/67184/68202/230075/54405/407785/12015"
"GO:0006091","generation of precursor metabolites and energy",446,-0.430467539407099,-1.55792190063295,1.50501198891833e-06,0.000222251770456543,0.000200017382811202,2039,"tags=29%, list=9%, signal=27%","246729/353204/17993/68002/70383/11651/12858/66826/66945/14194/14467/20656/64384/72900/170718/12869/19895/70316/18642/103988/26914/12866/235339/15356/66142/11950/103172/66046/17449/11946/19045/226646/66694/74637/67393/11947/22273/71679/19047/319801/66925/56632/19013/67472/66377/16969/225887/66416/52892/68197/74246/56327/12534/28080/67267/11958/69875/102060/269951/21428/20463/56451/243853/13808/105193/107197/66128/107747/67530/12867/11522/66043/11957/52637/66218/57423/59016/67680/66383/67126/56857/67130/12034/66494/66576/230163/12868/66495/12028/214917/78330/68375/57320/227731/66916/67885/75406/14148/66445/22272/595136/70207/66414/68194/16418/66152/68077/14004/17991/17995/104130/12857/16548/110826/67892/12865/66091/67264/68342/67184/68165/17992/68202/12850/72170/230075/54405/407785/66594"
